idhh	idperson	idmother	idfather	idpartner	idorighh	idorigperson	xhh_s	xhh	dag	dgn	dec	dwt	dms	dhh	ddi	dur	deh	dct	dcz	les	loc	lfo	lcs	lindi	lindi01	yem	yse	yag	ytn	yds	bsa_s	boa_s	bed_s	tscee_s	tscer_s	ttn_s	ttb01_s	ttb02_s	ttb_s	tin_s	tva_s	arf	aec	sel_s	spl	splpf	ses	ses01	ses02	ils_head	ils_earns	ils_origy	ils_tax	ils_sicee	ils_sicse	ils_sicer	ils_pen	ils_benmt	ils_bennt	ils_benki	ils_ben	ils_dispy	ils_dispy_pf	ils_dispyki	ils_taxind	ils_sic	ils_bch	ils_bsa	ils_bsu	ils_bdi	ils_bun	ils_bag	ils_dispyx	ils_dispyx_pf	ils_con	ils_con_pf	ils_coicop01	ils_coicop02	ils_coicop03	ils_coicop04	ils_coicop05	ils_coicop06	ils_coicop07	ils_coicop08	ils_coicop09	ils_coicop10	ils_coicop11	ils_coicop12	il_exp_vat	tu_household_dv_HeadID	tu_household_dv_IsDependentChild	tu_household_dv_IsLoneParent	tu_household_dv_IsPartner
79	7902	0	0	7901	79	7902	0	0	35	0	0	99,19	2	0	0	1	5	101	1	3	3	1	0	4	4,84	1459,56	0	0	0	985,61	0	0	0	72,98	145,96	0	0	1459,56	1386,58	319,56	0	0	0	0	145,1	131,8	0	0	0	0	1459,56	1459,56	319,56	72,98	0	145,96	0	0	0	0	0	1067,02	1067,02	1067,02	0	218,93	0	0	0	0	0	0	1067,02	1067,02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7901	0	0	1
79	7903	7902	7901	0	79	7903	0	0	6	0	1	99,19	1	0	0	1	0	101	1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7901	1	0	0
79	7904	7902	7901	0	79	7904	0	0	2	0	0	99,19	1	0	0	1	0	101	1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7901	1	0	0
80	8001	0	0	8002	80	8001	1016,95	959,49	26	0	0	99,19	1	1	0	1	5	101	1	3	3	1	0	7	8,46	1069,05	0	0	0	730,67	0	0	0	53,45	106,9	0	0	1069,05	1015,6	226,82	90,62	3	2	0	145,1	131,8	3,3	4	2	1	1069,05	1069,05	226,82	53,45	0	106,9	0	0	0	0	0	788,78	698,16	788,78	90,62	160,36	0	0	0	0	0	0	788,78	698,16	1016,95	926,34	248,27	2,96	80,82	62,01	58,06	70,15	102,72	5,99	19,07	0	112,48	1,66	566,36	8001	0	0	0
80	8002	0	0	8001	80	8002	0	0	26	1	0	99,19	1	0	0	1	5	101	1	5	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8001	0	0	1
80	8003	8001	8002	0	80	8003	0	0	0	1	0	99,19	1	0	0	1	0	101	1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8001	1	0	0
80	8004	0	0	0	80	8004	0	0	66	0	0	99,19	5	0	0	1	2	101	1	7	-1	-1	0	0	0	0	0	0	0	84,64	0	84	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	84	0	0	84	84	84	84	0	0	0	84	0	0	0	0	84	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8001	0	0	0
81	8101	0	0	8102	81	8101	1195,49	1167,19	29	1	3	290,98	2	1	0	1	1	101	1	3	8	1	0	2	2,42	803,22	0	0	0	557,13	0	0	0	40,16	80,32	0	0	803,22	763,06	163,68	112,63	3	2	0	145,1	131,8	3,4	4	2	1	803,22	803,22	163,68	40,16	0	80,32	0	0	0	0	0	599,38	486,75	599,38	112,63	120,48	0	0	0	0	0	0	599,38	486,75	1195,49	1082,87	288,97	3,51	88,5	73,15	68,48	85,68	122,85	7,06	22,48	0	165,54	1,95	703,91	8101	0	0	0
81	8102	0	0	8101	81	8102	0	0	27	0	0	290,98	2	0	0	1	5	101	1	9	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8101	0	0	1
81	8103	8102	8101	0	81	8103	0	0	8	1	2	290,98	1	0	0	1	0	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8101	1	0	0
81	8104	8102	8101	0	81	8104	0	0	5	0	1	290,98	1	0	0	1	0	101	1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8101	1	0	0
82	8201	0	0	8202	82	8201	1354,37	1268,26	66	1	0	68,92	2	1	0	1	3	101	1	2	5	1	0	4	4,84	0	445,39	0	1058,1	338,82	0	0	0	0	0	0	445,39	0	445,39	84,26	118,83	3	2	0	145,1	131,8	5,8	6	2,45	1	445,39	445,39	84,26	0	0	0	0	0	0	0	0	361,12	242,29	361,12	118,83	0	0	0	0	0	0	0	361,12	242,29	1354,37	1235,54	334,1	3,71	96,44	77,77	72,81	87,28	132,41	7,51	23,89	0	167,51	2,08	742,68	8201	0	0	0
82	8202	0	0	8201	82	8202	0	0	57	0	0	68,92	2	0	0	1	2	101	1	3	5	1	0	4	4,84	328,22	0	0	0	247,03	0	0	0	16,41	32,82	0	0	328,22	311,81	50,87	0	0	0	0	145,1	131,8	0	0	0	0	328,22	328,22	50,87	16,41	0	32,82	0	0	0	0	0	260,94	260,94	260,94	0	49,23	0	0	0	0	0	0	260,94	260,94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8201	0	0	1
82	8203	8202	8201	0	82	8203	0	0	36	0	3	68,92	4	0	0	1	1	101	1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8201	0	1	0
82	8204	8202	8201	0	82	8204	0	0	29	1	0	68,92	4	0	0	1	5	101	1	3	2	1	0	7	8,46	1165,1	0	0	0	793,37	0	0	0	58,25	116,51	0	0	1165,1	1106,84	249,63	0	0	0	0	145,1	131,8	0	0	0	0	1165,1	1165,1	249,63	58,25	0	116,51	0	0	0	0	0	857,22	857,22	857,22	0	174,76	0	0	0	0	0	0	857,22	857,22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8201	0	0	0
82	8205	8203	0	0	82	8205	0	0	19	1	3	68,92	1	0	0	1	1	101	1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8201	0	0	0
82	8206	8203	0	0	82	8206	0	0	13	1	2	68,92	1	0	0	1	0	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8201	1	0	0
83	8301	0	0	8302	83	8301	820,41	774,87	65	1	0	37,52	2	1	0	1	3	101	1	4	-1	-1	0	0	0	0	0	0	0	84,64	0	84	0	0	0	0	0	0	0	0	72,95	3	3	0	145,1	131,8	4,5	5	2,24	1	0	0	0	0	0	0	0	84	0	0	84	84	11,05	84	72,95	0	0	84	0	0	0	0	84	11,05	820,41	747,46	214,61	2,04	59,29	42,6	39,87	50,65	79,7	4,12	13,09	0	115,34	1,13	455,97	8301	0	0	0
83	8302	0	0	8301	83	8302	0	0	59	0	0	37,52	2	0	0	1	2	101	1	7	-1	-1	0	0	0	0	0	0	0	84,64	0	84	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	84	0	0	84	84	84	84	0	0	0	84	0	0	0	0	84	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8301	0	0	1
83	8303	8302	8301	0	83	8303	0	0	39	0	0	37,52	1	0	0	1	5	101	1	3	4	1	0	2	2,42	602,47	0	0	0	426,06	0	0	0	30,12	60,25	0	0	602,47	572,35	116	0	0	0	0	145,1	131,8	0	0	0	0	602,47	602,47	116	30,12	0	60,25	0	0	0	0	0	456,34	456,34	456,34	0	90,37	0	0	0	0	0	0	456,34	456,34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8301	0	0	0
83	8304	0	0	0	83	8304	0	0	15	0	3	37,52	1	0	0	1	1	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8301	1	0	0
83	8305	0	0	0	83	8305	0	0	40	1	0	37,52	1	0	0	1	2	101	1	3	8	1	0	4	4,84	606,3	0	0	0	428,56	0	0	0	30,31	60,63	0	0	606,3	575,98	116,91	0	0	0	0	145,1	131,8	0	0	0	0	606,3	606,3	116,91	30,31	0	60,63	0	0	0	0	0	459,07	459,07	459,07	0	90,94	0	0	0	0	0	0	459,07	459,07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8301	0	0	0
84	8401	8403	0	8402	84	8401	815,58	761,46	28	0	0	64,37	1	1	0	1	5	101	1	3	2	1	0	11	13,3	1012,99	0	0	0	694,07	0	0	0	50,65	101,3	0	0	1012,99	962,34	213,5	72,74	3	2	0	145,1	131,8	3,1	3	1,73	1	1012,99	1012,99	213,5	50,65	0	101,3	0	0	0	0	0	748,84	676,1	748,84	72,74	151,95	0	0	0	0	0	0	748,84	676,1	815,58	742,84	186,77	2,22	65,46	46,39	43,4	62,99	75,51	4,47	14,28	0	103,21	1,24	454,63	8401	0	0	0
84	8402	0	0	8401	84	8402	0	0	28	1	5	64,37	1	0	0	1	3	101	1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8401	0	0	1
84	8403	0	0	0	84	8403	0	0	55	0	0	64,37	4	0	0	1	3	101	1	7	-1	-1	0	0	0	0	0	0	0	84,64	0	84	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	84	0	0	84	84	84	84	0	0	0	84	0	0	0	0	84	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8401	0	0	0
85	8501	0	0	0	85	8501	1668,07	1538,28	79	0	0	112,22	5	1	0	1	2	101	1	7	-1	-1	0	0	0	0	0	0	0	84,64	0	84	0	0	0	0	0	0	0	0	144,51	1	2	0	145,1	131,8	5,85	7	2,65	1	0	0	0	0	0	0	0	84	0	0	84	84	-60,51	84	144,51	0	0	84	0	0	0	0	84	-60,51	1668,07	1523,56	414,62	4,26	115,71	89,02	83,33	102,59	150,95	8,59	27,4	0	235,98	2,38	903,19	8501	0	1	0
85	8502	0	0	0	85	8502	0	0	35	0	0	112,22	2	0	0	1	3	101	1	3	5	0	0	4	4,84	1078,72	0	0	0	988,4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	1078,72	1078,72	0	0	0	0	0	0	0	0	0	1078,72	1078,72	1078,72	0	0	0	0	0	0	0	0	1078,72	1078,72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8501	0	0	0
85	8503	0	0	0	85	8503	0	0	25	0	0	112,22	1	0	0	1	3	101	1	4	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8501	0	0	0
85	8504	0	0	0	85	8504	0	0	45	1	0	112,22	2	0	0	1	3	101	1	3	7	0	0	4	4,84	645,57	0	0	0	591,52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	645,57	645,57	0	0	0	0	0	0	0	0	0	645,57	645,57	645,57	0	0	0	0	0	0	0	0	645,57	645,57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8501	0	0	0
85	8505	0	0	0	85	8505	0	0	19	1	0	112,22	1	0	0	1	3	101	1	9	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8501	0	0	0
85	8506	8501	0	0	85	8506	0	0	9	0	2	112,22	1	0	0	1	0	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8501	1	0	0
85	8507	8501	0	0	85	8507	0	0	0	0	0	112,22	1	0	0	1	0	101	1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8501	1	0	0
86	8601	0	0	0	86	8601	2253,66	2066,17	68	0	0	175,54	5	1	0	1	5	101	1	4	-1	-1	0	0	0	0	0	0	0	84,64	0	84	0	0	0	0	0	0	0	0	198,27	3	2	0	145,1	131,8	5,7	7	2,65	1	0	0	0	0	0	0	0	84	0	0	84	84	-114,27	84	198,27	0	0	84	0	0	0	0	84	-114,27	2253,66	2055,38	599,18	5,83	138,94	122,02	114,23	104,94	209,81	11,78	37,52	0	308,24	3,28	1239,2	8601	0	0	0
86	8602	8601	0	0	86	8602	0	0	41	0	0	175,54	1	0	0	1	5	101	1	3	2	1	1	9	10,88	2165,28	0	0	0	1446,34	0	0	0	108,26	216,53	0	0	2165,28	2057,02	487,17	0	0	0	0	145,1	131,8	0	0	0	0	2165,28	2165,28	487,17	108,26	0	216,53	0	0	0	0	0	1569,85	1569,85	1569,85	0	324,79	0	0	0	0	0	0	1569,85	1569,85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8601	0	0	0
86	8603	8601	0	8604	86	8603	0	0	40	1	0	175,54	2	0	0	1	5	101	1	3	2	1	1	10	12,09	1175,21	0	0	0	799,97	0	0	0	58,76	117,52	0	0	1175,21	1116,45	252,03	0	0	0	0	145,1	131,8	0	0	0	0	1175,21	1175,21	252,03	58,76	0	117,52	0	0	0	0	0	864,42	864,42	864,42	0	176,28	0	0	0	0	0	0	864,42	864,42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8601	0	0	0
86	8604	0	0	8603	86	8604	0	0	34	0	0	175,54	2	0	0	1	5	101	1	3	5	1	0	2	2,42	565,49	0	0	0	401,93	0	0	0	28,27	56,55	0	0	565,49	537,22	107,22	0	0	0	0	145,1	131,8	0	0	0	0	565,49	565,49	107,22	28,27	0	56,55	0	0	0	0	0	430	430	430	0	84,82	0	0	0	0	0	0	430	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8601	0	0	0
86	8605	8604	8603	0	86	8605	0	0	14	0	3	175,54	1	0	0	1	1	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8601	1	0	0
86	8606	8604	8603	0	86	8606	0	0	12	0	2	175,54	1	0	0	1	0	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8601	1	0	0
86	8607	8604	8603	0	86	8607	0	0	6	0	1	175,54	1	0	0	1	0	101	1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8601	1	0	0
87	8701	0	0	8702	87	8701	2333,41	2150,03	67	1	0	175,54	2	1	0	1	3	101	1	4	-1	-1	0	0	0	0	0	0	0	84,64	0	84	0	0	0	0	0	0	0	0	198,57	2	2	0	145,1	131,8	6,95	8	2,83	1	0	0	0	0	0	0	0	84	0	0	84	84	-114,57	84	198,57	0	0	84	0	0	0	0	84	-114,57	2333,41	2134,84	664,78	5,28	152,82	110,65	103,57	129,61	212,88	10,68	34,02	0	313,48	2,96	1241,08	8701	0	0	0
87	8702	0	0	8701	87	8702	0	0	63	0	0	175,54	2	0	0	1	3	101	1	4	-1	-1	0	0	0	0	0	0	0	84,64	0	84	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	84	0	0	84	84	84	84	0	0	0	84	0	0	0	0	84	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8701	0	0	1
87	8703	8702	8701	0	87	8703	0	0	37	0	0	175,54	4	0	0	1	5	101	1	3	3	1	1	10	12,09	1143,48	0	0	0	779,26	0	0	0	57,17	114,35	0	0	1143,48	1086,31	244,49	0	0	0	0	145,1	131,8	0	0	0	0	1143,48	1143,48	244,49	57,17	0	114,35	0	0	0	0	0	841,81	841,81	841,81	0	171,52	0	0	0	0	0	0	841,81	841,81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8701	0	0	0
87	8704	8702	8701	0	87	8704	0	0	34	0	0	175,54	1	0	0	1	5	101	1	3	3	1	0	4	4,84	479,1	0	0	0	345,53	0	0	0	23,96	47,91	0	0	479,1	455,15	86,7	0	0	0	0	145,1	131,8	0	0	0	0	479,1	479,1	86,7	23,96	0	47,91	0	0	0	0	0	368,44	368,44	368,44	0	71,87	0	0	0	0	0	0	368,44	368,44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8701	0	0	0
87	8705	8702	8701	8706	87	8705	0	0	32	1	0	175,54	2	0	0	1	5	101	1	3	2	1	0	10	12,09	1413,65	0	0	0	955,64	0	0	0	70,68	141,36	0	0	1413,65	1342,97	308,66	0	0	0	0	145,1	131,8	0	0	0	0	1413,65	1413,65	308,66	70,68	0	141,36	0	0	0	0	0	1034,31	1034,31	1034,31	0	212,05	0	0	0	0	0	0	1034,31	1034,31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8701	0	0	0
87	8706	0	0	8705	87	8706	0	0	27	0	0	175,54	2	0	0	1	5	101	1	3	3	1	0	7	8,46	439,22	0	0	0	319,49	0	0	0	21,96	43,92	0	0	439,22	417,26	77,23	0	0	0	0	145,1	131,8	0	0	0	0	439,22	439,22	77,23	21,96	0	43,92	0	0	0	0	0	340,03	340,03	340,03	0	65,88	0	0	0	0	0	0	340,03	340,03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8701	0	0	0
87	8707	8706	8705	0	87	8707	0	0	18	1	3	175,54	1	0	0	1	1	101	1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8701	0	0	0
87	8708	8706	8705	0	87	8708	0	0	3	0	0	175,54	1	0	0	1	0	101	1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8701	1	0	0
88	8801	0	0	8802	88	8801	1343,77	1217,79	77	1	0	175,54	2	1	0	1	3	101	1	4	-1	-1	0	0	0	0	0	0	0	84,64	0	84	0	0	0	0	0	0	0	0	115,1	3	2	0	145,1	131,8	2,7	3	1,73	1	0	0	0	0	0	0	0	84	0	0	84	84	-31,1	84	115,1	0	0	84	0	0	0	0	84	-31,1	1343,77	1228,68	300,22	3,57	95,52	74,44	69,7	85,64	116,63	7,19	22,89	0	176,8	1,99	719,34	8801	0	0	0
88	8802	0	0	8801	88	8802	0	0	65	0	0	175,54	2	0	0	1	3	101	1	2	7	1	0	2	2,42	0	1129,83	0	2182,96	809,17	0	0	0	0	0	0	1129,83	0	1129,83	255,38	0	0	0	0	145,1	131,8	0	0	0	0	1129,83	1129,83	255,38	0	0	0	0	0	0	0	0	874,46	874,46	874,46	0	0	0	0	0	0	0	0	874,46	874,46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8801	0	0	1
88	8803	8802	8801	0	88	8803	0	0	29	1	0	175,54	1	0	0	1	5	101	1	3	8	1	0	2	2,42	1123,26	0	0	0	766,06	0	0	0	56,16	112,33	0	0	1123,26	1067,1	239,69	0	0	0	0	145,1	131,8	0	0	0	0	1123,26	1123,26	239,69	56,16	0	112,33	0	0	0	0	0	827,41	827,41	827,41	0	168,49	0	0	0	0	0	0	827,41	827,41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8801	0	0	0
89	8901	0	0	0	89	8901	1075,18	994,46	42	0	0	179,39	4	1	0	1	3	101	1	2	9	0	0	4	4,84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92,17	3	3	0	145,1	131,8	5,25	6	2,45	1	0	0	0	0	0	0	0	0	0	0	0	0	-92,17	0	92,17	0	0	0	0	0	0	0	0	-92,17	1075,18	983,01	257,81	2,94	74,65	61,46	57,54	70,4	107,3	5,93	18,88	0	125	1,64	576,06	8901	0	1	0
89	8902	8901	0	8904	89	8902	0	0	25	0	0	179,39	2	0	0	1	3	101	1	2	5	0	0	4	4,84	0	102,92	0	179,63	89,47	0	0	0	0	0	5,39	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	102,92	102,92	5,39	0	0	0	0	0	0	0	0	97,53	97,53	97,53	0	0	0	0	0	0	0	0	97,53	97,53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8901	0	0	0
89	8903	8901	0	0	89	8903	0	0	17	1	3	179,39	1	0	0	1	1	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8901	1	0	0
89	8904	0	0	8902	89	8904	0	0	28	1	0	179,39	2	0	0	1	3	101	1	3	7	0	0	2	2,42	1200,94	0	0	0	1100,38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	1200,94	1200,94	0	0	0	0	0	0	0	0	0	1200,94	1200,94	1200,94	0	0	0	0	0	0	0	0	1200,94	1200,94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8901	0	0	0
89	8905	8902	8904	0	89	8905	0	0	8	0	2	179,39	1	0	0	1	0	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8901	1	0	0
89	8906	8902	8904	0	89	8906	0	0	5	1	1	179,39	1	0	0	1	0	101	1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8901	1	0	0
90	9001	0	0	9002	90	9001	204,63	256,45	62	1	0	81,94	2	1	0	1	3	101	1	4	-1	-1	0	0	0	0	0	0	0	507,86	386	84	0	0	0	0	0	0	0	0	24,79	1	3	1	145,1	131,8	3,8	5	2,24	1	0	0	0	0	0	0	0	470	0	0	470	470	445,21	470	24,79	0	0	470	0	0	0	0	470	445,21	204,63	179,84	62,75	0,73	18,89	15,06	14,14	18,9	26,23	1,45	4,67	0	42,67	0,4	154,95	9001	0	0	0
90	9002	0	0	9001	90	9002	0	0	50	0	0	81,94	2	0	0	1	3	101	1	7	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9001	0	0	1
90	9003	9002	9001	0	90	9003	0	0	21	0	2	81,94	1	0	0	1	0	101	1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9001	0	0	0
90	9004	9002	9001	0	90	9004	0	0	12	0	2	81,94	1	0	0	1	0	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9001	1	0	0
