idhh	idperson	idmother	idfather	idpartner	idorighh	idorigperson	xhh_s	xhh	dag	dgn	dec	dwt	dms	dhh	ddi	deh	dct	dcz	dur	les	loc	lfo	lcs	lindi	lindi01	yem	yse	yag	ytn	yds	bsa_s	boa_s	bed_s	tscee_s	tscer_s	ttn_s	ttb01_s	ttb02_s	ttb_s	tin_s	tva_s	arf	aec	sel_s	spl	splpf	ses	ses01	ses02	ils_head	ils_earns	ils_origy	ils_tax	ils_sicee	ils_sicse	ils_sicer	ils_pen	ils_benmt	ils_bennt	ils_benki	ils_ben	ils_dispy	ils_dispy_pf	ils_dispyki	ils_taxind	ils_sic	ils_bch	ils_bsa	ils_bsu	ils_bdi	ils_bun	ils_bag	ils_dispyx	ils_dispyx_pf	ils_con	ils_con_pf	ils_coicop01	ils_coicop02	ils_coicop03	ils_coicop04	ils_coicop05	ils_coicop06	ils_coicop07	ils_coicop08	ils_coicop09	ils_coicop10	ils_coicop11	ils_coicop12	il_exp_vat	tu_household_dv_HeadID	tu_household_dv_IsDependentChild	tu_household_dv_IsLoneParent	tu_household_dv_IsPartner
156	15602	0	0	15601	156	15602	0	0	45	0	0	327,86	2	0	0	2	101	1	0	3	5	0	0	12	14,51	26,9	0	0	0	24,64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	26,9	26,9	0	0	0	0	0	0	0	0	0	26,9	26,9	26,9	0	0	0	0	0	0	0	0	26,9	26,9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15601	0	0	1
156	15603	15602	15601	0	156	15603	0	0	21	1	0	327,86	1	0	0	3	101	1	0	3	9	0	0	3	3,63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15601	0	0	0
156	15604	15602	15601	15607	156	15604	0	0	17	1	3	327,86	1	0	0	1	101	1	0	2	9	0	0	6	7,26	0	676,04	0	1359,96	577,94	0	0	66,67	0	0	0	676,04	0	676,04	141,51	0	0	0	0	145,1	131,8	0	0	0	0	676,04	676,04	141,51	0	0	0	0	0	0	66,67	0	534,53	534,53	601,2	0	0	66,67	0	0	0	0	0	534,53	534,53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15601	1	0	0
156	15605	15602	15601	0	156	15605	0	0	15	1	3	327,86	1	0	0	1	101	1	0	3	9	0	0	2	2,42	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15601	1	0	0
156	15606	15602	15601	0	156	15606	0	0	7	0	2	327,86	1	0	0	0	101	1	0	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15601	1	0	0
156	15607	0	0	15604	156	15607	0	0	20	0	0	327,86	1	0	0	3	101	1	0	7	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15601	0	0	0
157	15701	0	0	15702	157	15701	1448,28	1335,89	50	1	0	475,05	2	1	0	2	101	1	0	2	5	0	0	4	4,84	0	132,8	596,21	287,72	555,52	0	0	0	0	0	8,63	571,21	0	571,21	115,3	125,65	3	3	0	145,1	131,8	8,4	9	3	1	729,02	729,02	123,94	0	0	0	0	0	0	0	0	605,08	479,43	605,08	125,65	0	0	0	0	0	0	0	605,08	479,43	1448,28	1322,63	440,26	3,29	88,51	69,09	64,69	63,02	131,77	6,67	21,25	0	209,2	1,85	785,32	15701	0	0	0
157	15702	0	0	15701	157	15702	0	0	46	0	0	475,05	2	0	0	2	101	1	0	2	9	0	0	5	6,05	0	1306,28	0	2727,87	930,43	0	0	0	0	0	0	1306,28	0	1306,28	299,07	0	0	0	0	145,1	131,8	0	0	0	0	1306,28	1306,28	299,07	0	0	0	0	0	0	0	0	1007,21	1007,21	1007,21	0	0	0	0	0	0	0	0	1007,21	1007,21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15701	0	0	1
157	15703	15702	15701	15707	157	15703	0	0	24	0	5	475,05	1	0	0	3	101	1	0	1	9	0	0	5	6,05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15701	0	0	0
157	15704	15702	15701	15708	157	15704	0	0	23	0	5	475,05	1	0	0	3	101	1	0	1	9	0	0	5	6,05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15701	0	0	0
157	15705	15702	15701	0	157	15705	0	0	17	0	0	475,05	1	0	0	3	101	1	0	1	9	0	0	5	6,05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15701	1	0	0
157	15706	15702	15701	0	157	15706	0	0	14	1	3	475,05	1	0	0	1	101	1	0	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15701	1	0	0
157	15707	0	0	15703	157	15707	0	0	25	1	5	475,05	1	0	0	3	101	1	0	1	9	0	0	5	6,05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15701	0	0	0
157	15708	0	0	15704	157	15708	0	0	25	1	5	475,05	1	0	0	3	101	1	0	1	9	0	0	5	6,05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15701	0	0	0
157	15709	15703	15707	0	157	15709	0	0	0	0	0	475,05	1	0	0	0	101	1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15701	1	0	0
158	15801	0	0	15802	158	15801	1422,04	1367,5	38	1	0	475,05	2	1	0	2	101	1	0	3	7	0	0	3	3,63	229,61	0	252,95	0	416,97	0	0	0	0	0	0	227,95	0	227,95	29,49	125,33	3	3	0	145,1	131,8	4,3	5	2,24	1	482,56	482,56	29,49	0	0	0	0	0	0	0	0	453,07	327,75	453,07	125,33	0	0	0	0	0	0	0	453,07	327,75	1422,04	1296,71	395,42	3,74	104,86	78,21	73,24	100,17	132,81	7,55	24,04	0	176,19	2,08	783,29	15801	0	0	0
158	15802	0	0	15801	158	15802	0	0	37	0	0	475,05	2	0	0	2	101	1	0	2	6	0	0	1	1,21	0	1043,57	0	2231,86	749,89	0	0	0	0	0	0	1043,57	0	1043,57	233,39	0	0	0	0	145,1	131,8	0	0	0	0	1043,57	1043,57	233,39	0	0	0	0	0	0	0	0	810,17	810,17	810,17	0	0	0	0	0	0	0	0	810,17	810,17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15801	0	0	1
158	15803	15802	15801	0	158	15803	0	0	17	1	3	475,05	1	0	0	1	101	1	0	1	9	0	0	1	1,21	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15801	1	0	0
158	15804	15802	15801	0	158	15804	0	0	15	1	3	475,05	1	0	0	1	101	1	0	1	9	0	0	1	1,21	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15801	1	0	0
158	15805	15802	15801	0	158	15805	0	0	7	0	2	475,05	1	0	0	0	101	1	0	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15801	1	0	0
159	15901	0	0	15902	159	15901	1189,54	1117,65	63	1	0	407,28	2	1	1	2	101	1	0	3	7	0	0	3	3,63	946,01	0	0	0	866,8	0	0	0	0	0	0	0	0	0	0	106,03	2	2	0	145,1	131,8	1,6	2	1,41	1	946,01	946,01	0	0	0	0	0	0	0	0	0	946,01	839,99	946,01	106,03	0	0	0	0	0	0	0	946,01	839,99	1189,54	1083,51	282,93	3,4	90,28	70,67	66,14	81	102,01	6,82	21,74	0	151,99	1,89	662,68	15901	0	0	0
159	15902	0	0	15901	159	15902	0	0	62	0	0	407,28	2	0	0	0	101	1	0	2	6	0	0	1	1,21	0	324,87	0	639,58	278,48	0	0	0	0	0	0	324,87	0	324,87	53,72	0	0	0	0	145,1	131,8	0	0	0	0	324,87	324,87	53,72	0	0	0	0	0	0	0	0	271,15	271,15	271,15	0	0	0	0	0	0	0	0	271,15	271,15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15901	0	0	1
160	16001	0	0	16002	160	16001	1701,26	1551,95	62	1	0	585,67	2	1	0	2	101	1	0	3	8	1	0	6	7,26	494,15	0	0	0	355,35	0	0	0	24,71	49,41	0	0	494,15	469,44	89,86	145,89	3	2	0	145,1	131,8	6,95	8	2,83	1	494,15	494,15	89,86	24,71	0	49,41	0	0	0	0	0	379,58	233,69	379,58	145,89	74,12	0	0	0	0	0	0	379,58	233,69	1701,26	1555,37	444,3	4,2	108,02	87,82	82,19	84,95	146,73	8,48	27,02	0	262,9	2,36	911,8	16001	0	0	0
160	16002	0	0	16001	160	16002	0	0	45	0	0	585,67	2	0	0	2	101	1	0	3	6	1	0	1	1,21	1106,16	0	0	0	754,89	0	0	0	55,31	110,62	0	0	1106,16	1050,85	235,21	0	0	0	0	145,1	131,8	0	0	0	0	1106,16	1106,16	235,21	55,31	0	110,62	0	0	0	0	0	815,64	815,64	815,64	0	165,92	0	0	0	0	0	0	815,64	815,64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16001	0	0	1
160	16003	16002	16001	0	160	16003	0	0	23	1	0	585,67	3	0	0	3	101	1	0	3	6	1	0	1	1,21	1047,66	0	0	0	716,7	0	0	0	52,38	104,77	0	0	1047,66	995,27	221,32	0	0	0	0	145,1	131,8	0	0	0	0	1047,66	1047,66	221,32	52,38	0	104,77	0	0	0	0	0	773,96	773,96	773,96	0	157,15	0	0	0	0	0	0	773,96	773,96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16001	0	0	0
160	16004	16002	16001	16007	160	16004	0	0	21	0	0	585,67	1	0	0	4	101	1	0	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16001	0	0	0
160	16005	16002	16001	0	160	16005	0	0	17	0	3	585,67	1	0	0	1	101	1	0	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16001	1	0	0
160	16006	16002	16001	0	160	16006	0	0	9	1	2	585,67	1	0	0	0	101	1	0	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16001	1	0	0
160	16007	0	0	16004	160	16007	0	0	21	1	0	585,67	1	0	0	3	101	1	0	3	8	0	0	2	2,42	417,76	0	0	0	382,78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	417,76	417,76	0	0	0	0	0	0	0	0	0	417,76	417,76	417,76	0	0	0	0	0	0	0	0	417,76	417,76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16001	0	0	0
160	16008	16004	16007	0	160	16008	0	0	0	0	0	585,67	1	0	0	0	101	1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16001	1	0	0
161	16101	0	0	16102	161	16101	1236,46	1154	60	1	0	1760,43	2	1	0	2	101	1	1	3	6	1	0	1	1,21	1470,34	0	0	0	992,66	0	0	0	73,52	147,03	0	0	1470,34	1396,83	321,71	109,25	1	2	0	145,1	131,8	1,7	2	1,41	1	1470,34	1470,34	321,71	73,52	0	147,03	0	0	0	0	0	1075,12	965,87	1075,12	109,25	220,55	0	0	0	0	0	0	1075,12	965,87	1236,46	1127,21	277,5	3,49	96,41	72,83	68,19	91,36	111,96	7,04	22,39	0	158,54	1,95	682,84	16101	0	0	0
161	16102	0	0	16101	161	16102	0	0	54	0	0	1760,43	2	0	0	2	101	1	1	7	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16101	0	0	1
162	16201	0	0	16202	162	16201	908,55	820,14	59	1	0	1760,43	2	1	0	2	101	1	1	4	-1	-1	0	0	0	0	0	0	0	84,64	0	90	0	0	0	0	0	0	0	0	74,61	2	2	0	145,1	131,8	2,75	3	1,73	1	0	0	0	0	0	0	0	90	0	0	90	90	15,39	90	74,61	0	0	90	0	0	0	0	90	15,39	908,55	833,94	213,58	2,43	68,29	50,76	47,52	63,09	76,48	4,89	15,61	0	97,94	1,36	466,33	16201	0	0	0
162	16202	0	0	16201	162	16202	0	0	54	0	0	1760,43	2	0	0	2	101	1	1	7	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16201	0	0	1
162	16203	16202	16201	0	162	16203	0	0	32	1	0	1760,43	1	0	0	5	101	1	1	3	8	0	0	6	7,26	991,91	0	0	0	908,86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	991,91	991,91	0	0	0	0	0	0	0	0	0	991,91	991,91	991,91	0	0	0	0	0	0	0	0	991,91	991,91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16201	0	0	0
163	16301	0	0	16302	163	16301	885,31	865,7	49	1	0	503,62	1	1	0	3	101	1	0	3	6	0	0	1	1,21	208,24	0	231,12	0	382,37	0	0	0	0	0	0	206,12	0	206,12	24,03	82,13	3	2	0	145,1	131,8	5,5	6	2,45	1	439,35	439,35	24,03	0	0	0	0	0	0	0	0	415,32	333,19	415,32	82,13	0	0	0	0	0	0	0	415,32	333,19	885,31	803,18	240,43	2,41	62,53	50,29	47,08	55,08	82,21	4,86	15,46	0	133,45	1,35	513,33	16301	0	0	0
163	16302	0	0	16301	163	16302	0	0	39	0	0	503,62	1	0	0	2	101	1	0	1	9	0	0	1	1,21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16301	0	0	1
163	16303	16302	16301	0	163	16303	0	0	23	0	0	503,62	1	0	0	3	101	1	0	2	5	0	0	12	14,51	0	262,11	0	556,32	223,47	0	0	0	0	0	0	262,11	0	262,11	38,03	0	0	0	0	145,1	131,8	0	0	0	0	262,11	262,11	38,03	0	0	0	0	0	0	0	0	224,08	224,08	224,08	0	0	0	0	0	0	0	0	224,08	224,08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16301	0	0	0
163	16304	16302	16301	0	163	16304	0	0	22	0	5	503,62	1	0	0	3	101	1	0	1	9	0	0	1	1,21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16301	0	0	0
163	16305	16302	16301	0	163	16305	0	0	13	0	2	503,62	1	0	0	0	101	1	0	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16301	1	0	0
163	16306	0	16301	0	163	16306	0	0	7	0	1	503,62	1	0	0	0	101	1	0	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16301	1	0	0
164	16401	0	0	16402	164	16401	2169,28	1982,54	52	1	0	303,84	1	1	0	5	101	1	0	3	2	1	1	10	12,09	2217,51	0	510,21	0	1831,04	0	0	0	110,88	221,75	0	485,21	2217,51	2591,84	620,46	188,31	3	2	0	145,1	131,8	6,05	6	2,45	1	2727,71	2727,71	620,46	110,88	0	221,75	0	0	0	0	0	1996,38	1808,07	1996,38	188,31	332,63	0	0	0	0	0	0	1996,38	1808,07	2169,28	1980,97	592,89	5,03	149,08	104,98	98,28	110,79	174,9	10,13	32,29	0	330,55	2,82	1176,92	16401	0	0	0
164	16402	0	0	16401	164	16402	0	0	46	0	0	303,84	1	0	0	5	101	1	0	2	1	1	0	9	10,88	0	646,44	0	1050,9	476,98	0	0	0	0	0	0	646,44	0	646,44	134,11	0	0	0	0	145,1	131,8	0	0	0	0	646,44	646,44	134,11	0	0	0	0	0	0	0	0	512,33	512,33	512,33	0	0	0	0	0	0	0	0	512,33	512,33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16401	0	0	1
164	16403	16402	16401	0	164	16403	0	0	21	1	5	303,84	1	0	0	3	101	1	0	1	5	0	0	4	4,84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16401	0	0	0
164	16404	16402	16401	0	164	16404	0	0	20	1	5	303,84	1	0	0	3	101	1	0	1	5	0	0	4	4,84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16401	0	0	0
164	16405	0	0	0	164	16405	0	0	20	0	5	303,84	1	0	0	3	101	1	0	1	5	0	0	4	4,84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16401	0	0	0
164	16406	0	0	0	164	16406	0	0	16	1	3	303,84	1	0	0	1	101	1	0	1	5	0	0	4	4,84	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16401	1	0	0
165	16501	0	0	0	165	16501	117,87	155,09	48	0	0	760,46	3	1	0	3	101	1	0	5	-1	-1	0	0	0	0	0	0	0	423,22	386	0	0	0	0	0	0	0	0	0	14,64	1	1	1	145,1	131,8	3,1	3	1,73	1	0	0	0	0	0	0	0	386	0	0	386	386	371,36	386	14,64	0	0	386	0	0	0	0	386	371,36	117,87	103,23	40,5	0,41	12,87	8,84	8,28	11,75	14,14	0,85	2,7	0	23,51	0,23	91,49	16501	0	0	0
165	16502	16501	0	0	165	16502	0	0	24	0	5	760,46	1	0	0	3	101	1	0	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16501	0	0	0
165	16503	16501	0	0	165	16503	0	0	20	0	5	760,46	1	0	0	3	101	1	0	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16501	0	0	0
166	16601	0	0	16602	166	16601	413,01	428,6	73	1	0	1083,21	2	1	0	2	101	1	0	4	-1	-1	0	0	0	0	0	0	0	386,94	276	90	0	0	0	0	0	0	0	0	39,95	2	1	1	145,1	131,8	1,6	2	1,41	1	0	0	0	0	0	0	0	366	0	0	366	366	326,05	366	39,95	0	0	366	0	0	0	0	366	326,05	413,01	373,07	100,16	1,33	34,2	27,77	25,99	37,28	41,72	2,68	8,54	0	57,65	0,74	249,66	16601	0	0	0
166	16602	0	0	16601	166	16602	0	0	78	0	0	1083,21	2	0	0	0	101	1	0	7	-1	-1	0	0	0	0	0	0	0	84,64	0	90	0	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	90	0	0	90	90	90	90	0	0	0	90	0	0	0	0	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16601	0	0	1
167	16701	0	0	16702	167	16701	161,57	203,06	52	1	0	465,91	2	1	0	2	101	1	0	2	6	0	0	1	1,21	0	0	106,26	0	518,24	386	0	0	0	0	0	81,26	0	81,26	1,56	19,22	1	2	1	145,1	131,8	4,4	5	2,24	1	106,26	106,26	1,56	0	0	0	0	386	0	0	386	490,7	471,48	490,7	19,22	0	0	386	0	0	0	0	490,7	471,48	161,57	142,35	51,8	0,62	15,82	13,19	12,34	13,87	20,32	1,27	4,07	0	26,85	0,34	120,12	16701	0	0	0
167	16702	0	0	16701	167	16702	0	0	49	0	0	465,91	2	0	0	2	101	1	0	1	9	0	0	1	1,21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16701	0	0	1
167	16703	16702	16701	16704	167	16703	0	0	30	1	5	465,91	2	0	0	3	101	1	0	5	-1	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16701	0	0	0
167	16704	0	0	16703	167	16704	0	0	30	0	0	465,91	2	0	0	3	101	1	0	5	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16701	0	0	0
167	16705	16704	16703	0	167	16705	0	0	8	1	2	465,91	1	0	0	0	101	1	0	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16701	1	0	0
168	16801	0	0	16802	168	16801	153,23	185,55	85	1	0	465,91	2	1	0	2	101	1	0	2	6	0	0	1	1,21	0	0	0	0	483,68	356	90	0	0	0	0	0	0	0	0	17,82	1	1	1	145,1	131,8	1,6	2	1,41	1	0	0	0	0	0	0	0	446	0	0	446	446	428,18	446	17,82	0	0	446	0	0	0	0	446	428,18	153,23	135,41	45,51	0,51	16,63	10,54	9,88	14,11	18,33	1,02	3,24	0	28,81	0,28	111,37	16801	0	0	0
168	16802	0	0	16801	168	16802	0	0	96	0	0	465,91	2	0	1	2	101	1	0	8	-1	-1	0	0	0	0	0	0	0	84,64	0	90	0	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	90	0	0	90	90	90	90	0	0	0	90	0	0	0	0	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16801	0	0	1
169	16901	0	0	0	169	16901	877,67	822,07	69	1	0	1255,06	5	1	0	1	101	1	0	2	6	0	0	1	1,21	0	968,9	0	1230,39	698,58	0	0	0	0	0	0	968,9	0	968,9	214,72	76,8	2	3	0	145,1	131,8	0,8	1	1	1	968,9	968,9	214,72	0	0	0	0	0	0	0	0	754,17	677,37	754,17	76,8	0	0	0	0	0	0	0	754,17	677,37	877,67	800,86	197,3	2,55	69,62	53,3	49,93	70,91	86,37	5,15	16,38	0	98,29	1,43	480,03	16901	0	0	0
