idhh	idperson	idmother	idfather	idpartner	idorighh	idorigperson	xhh_s	xhh	dag	dgn	dec	dwt	dms	dhh	ddi	deh	dct	dcz	dur	les	loc	lfo	lcs	lindi	lindi01	yem	yse	yag	ytn	yds	bsa_s	boa_s	bed_s	tscee_s	tscer_s	ttn_s	ttb01_s	ttb02_s	ttb_s	tin_s	tva_s	arf	aec	sel_s	spl	splpf	ses	ses01	ses02	ils_head	ils_earns	ils_origy	ils_tax	ils_sicee	ils_sicse	ils_sicer	ils_pen	ils_benmt	ils_bennt	ils_benki	ils_ben	ils_dispy	ils_dispy_pf	ils_dispyki	ils_taxind	ils_sic	ils_bch	ils_bsa	ils_bsu	ils_bdi	ils_bun	ils_bag	ils_dispyx	ils_dispyx_pf	ils_con	ils_con_pf	ils_coicop01	ils_coicop02	ils_coicop03	ils_coicop04	ils_coicop05	ils_coicop06	ils_coicop07	ils_coicop08	ils_coicop09	ils_coicop10	ils_coicop11	ils_coicop12	il_exp_vat	tu_household_dv_HeadID	tu_household_dv_IsDependentChild	tu_household_dv_IsLoneParent	tu_household_dv_IsPartner
170	17004	17001	0	0	170	17004	0	0	13	1	3	1255,06	1	0	0	1	101	1	0	6	-1	-1	0	0	0	0	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	1	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17001	1	0	0
170	17005	17001	0	0	170	17005	0	0	10	0	2	1255,06	1	0	0	0	101	1	0	6	-1	-1	0	0	0	0	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	1	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17001	1	0	0
170	17006	17001	0	0	170	17006	0	0	1	0	0	1255,06	1	0	0	0	101	1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17001	1	0	0
171	17101	0	0	0	171	17101	283,55	283,55	83	1	0	366,46	5	1	0	0	101	1	0	2	6	0	0	1	1	0	0	0	0	220	150	70	0	0	0	0	0	0	0	0	26,29	3	1	1	120	109	0,8	1	1	1	0	0	0	0	0	0	0	220	0	0	220	220	193,71	220	26,29	0	0	220	0	0	0	0	220	193,71	283,55	257,26	71,59	0,88	19,85	18,13	16,29	20,08	26,2	1,68	5,34	0	38,89	0,47	164,31	17101	0	0	0
172	17201	0	0	0	172	17201	556,95	632,06	45	0	0	793,74	1	1	0	5	101	1	1	2	5	1	0	4	4	0	491,78	0	691,67	471,03	0	0	0	0	0	0	491,78	0	491,78	95,86	56,09	3	2	0	120	109	2,15	3	1,73	1	491,78	491,78	95,86	0	0	0	0	0	0	0	0	395,92	339,83	395,92	56,09	0	0	0	0	0	0	0	395,92	339,83	556,95	500,86	160,33	1,93	47,3	39,92	35,84	57,12	60,85	3,7	11,77	0	67,3	1,03	350,55	17201	0	1	0
172	17202	17201	0	0	172	17202	0	0	3	0	0	793,74	1	0	0	0	101	1	1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17201	1	0	0
172	17203	0	0	0	172	17203	0	0	39	0	0	793,74	1	0	0	5	101	1	1	5	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17201	0	0	0
173	17301	0	0	17302	173	17301	368,64	368,64	32	1	0	756,58	1	1	0	3	101	1	0	2	7	0	0	3	3	0	0	0	0	350	350	0	0	0	0	0	0	0	0	0	34,91	3	1	1	120	109	3,1	4	2	1	0	0	0	0	0	0	0	350	0	0	350	350	315,09	350	34,91	0	0	350	0	0	0	0	350	315,09	368,64	333,72	96,26	1,06	26,52	21,82	19,6	24,06	34,3	2,02	6,43	0	58,71	0,56	218,21	17301	0	0	0
173	17302	0	0	17301	173	17302	0	0	33	0	0	756,58	1	0	0	2	101	1	0	3	5	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17301	0	0	1
173	17303	17302	17301	0	173	17303	0	0	9	1	2	756,58	1	0	0	0	101	1	0	6	-1	-1	0	0	0	0	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	1	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17301	1	0	0
173	17304	17302	17301	0	173	17304	0	0	4	1	0	756,58	1	0	0	0	101	1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17301	1	0	0
174	17401	0	0	17402	174	17401	448,33	448,34	42	1	0	1234,95	1	1	0	3	101	1	0	3	7	0	0	3	3	383,63	0	0	0	733,63	350	0	0	0	0	0	0	0	0	0	42,3	2	1	1	120	109	5,85	7	2,65	1	383,63	383,63	0	0	0	0	0	350	0	0	350	733,63	691,33	733,63	42,3	0	0	350	0	0	0	0	733,63	691,33	448,33	406,03	120,24	1,26	31,31	25,88	23,24	24,28	44,18	2,4	7,62	0	74,06	0,66	264,36	17401	0	0	0
174	17402	0	0	17401	174	17402	0	0	38	0	0	1234,95	1	0	0	3	101	1	0	2	9	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17401	0	0	1
174	17403	17402	17401	0	174	17403	0	0	18	0	3	1234,95	1	0	0	1	101	1	0	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17401	0	0	0
174	17404	17402	17401	0	174	17404	0	0	16	0	3	1234,95	1	0	0	1	101	1	0	6	-1	-1	0	0	0	0	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	1	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17401	1	0	0
174	17405	17402	17401	0	174	17405	0	0	14	1	3	1234,95	1	0	0	1	101	1	0	6	-1	-1	0	0	0	0	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	1	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17401	1	0	0
174	17406	17402	17401	0	174	17406	0	0	10	0	2	1234,95	1	0	0	0	101	1	0	6	-1	-1	0	0	0	0	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	1	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17401	1	0	0
174	17407	0	17401	0	174	17407	0	0	0	1	0	1234,95	1	0	0	0	101	1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17401	1	0	0
175	17501	0	0	17502	175	17501	477,83	519,4	51	1	0	1651,54	2	1	0	2	101	1	0	1	9	0	0	1	1	0	0	88,92	0	86,28	0	0	0	0	0	0	63,92	0	63,92	1,11	47,78	3	3	0	120	109	1,8	2	1,41	1	88,92	88,92	1,11	0	0	0	0	0	0	0	0	87,81	40,03	87,81	47,78	0	0	0	0	0	0	0	87,81	40,03	477,83	430,04	133,18	1,54	43,29	32,1	28,82	37,47	53,65	2,97	9,46	0	61,93	0,82	298,63	17501	0	0	0
175	17502	0	0	17501	175	17502	0	0	59	0	0	1651,54	2	0	0	2	101	1	0	2	6	0	0	1	1	0	335,02	0	452,5	321,45	0	0	0	0	0	0	335,02	0	335,02	56,67	0	0	0	0	120	109	0	0	0	0	335,02	335,02	56,67	0	0	0	0	0	0	0	0	278,35	278,35	278,35	0	0	0	0	0	0	0	0	278,35	278,35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17501	0	0	1
176	17601	0	0	0	176	17601	1432,29	1432,29	82	0	0	422,93	5	1	0	2	101	1	0	4	-1	-1	0	0	0	0	0	0	0	70	0	70	0	0	0	0	0	0	0	0	130,01	1	2	0	120	109	4,65	5	2,24	1	0	0	0	0	0	0	0	70	0	0	70	70	-60,01	70	130,01	0	0	70	0	0	0	0	70	-60,01	1432,29	1302,28	435,81	3,77	101,16	78,17	70,2	85,23	136,59	7,24	23,05	0	205,96	2,01	812,58	17601	0	0	0
176	17602	17601	0	0	176	17602	0	0	58	1	0	422,93	4	0	0	3	101	1	0	3	8	1	1	9	9	1057,47	0	0	0	780,53	0	0	0	52,87	105,75	0	0	1057,47	1004,6	224,07	0	0	0	0	120	109	0	0	0	0	1057,47	1057,47	224,07	52,87	0	105,75	0	0	0	0	0	780,53	780,53	780,53	0	158,62	0	0	0	0	0	0	780,53	780,53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17601	0	0	0
176	17603	17601	0	0	176	17603	0	0	51	0	0	422,93	5	0	0	5	101	1	0	3	4	1	1	9	9	927,43	0	0	0	687,88	0	0	0	46,37	92,74	0	0	927,43	881,06	193,18	0	0	0	0	120	109	0	0	0	0	927,43	927,43	193,18	46,37	0	92,74	0	0	0	0	0	687,88	687,88	687,88	0	139,11	0	0	0	0	0	0	687,88	687,88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17601	0	0	0
176	17604	0	17602	0	176	17604	0	0	34	1	0	422,93	1	0	0	5	101	1	0	2	2	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17601	0	0	0
176	17605	0	17602	0	176	17605	0	0	26	1	0	422,93	1	0	0	5	101	1	0	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17601	0	0	0
177	17701	0	0	17702	177	17701	423,95	421,7	44	1	0	864,49	2	1	0	0	101	1	0	2	8	0	0	6	6	0	0	103,61	0	449,5	350	0	0	0	0	0	78,61	0	78,61	1,85	39,64	1	1	1	120	109	4,45	6	2,45	1	103,61	103,61	1,85	0	0	0	0	350	0	0	350	451,76	412,12	451,76	39,64	0	0	350	0	0	0	0	451,76	412,12	423,95	384,31	119,76	1,16	32,62	24,1	21,66	23,52	37,74	2,23	7,11	0	62,69	0,62	247,78	17701	0	0	0
177	17702	0	0	17701	177	17702	0	0	46	0	0	864,49	2	0	0	0	101	1	0	2	6	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17701	0	0	1
177	17703	17702	17701	0	177	17703	0	0	16	1	3	864,49	1	0	0	1	101	1	0	1	9	0	0	1	1	0	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	1	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17701	1	0	0
177	17704	17702	17701	0	177	17704	0	0	2	1	0	864,49	1	0	0	0	101	1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17701	1	0	0
177	17705	0	17701	0	177	17705	0	0	9	1	2	864,49	1	0	0	0	101	1	0	6	-1	-1	0	0	0	0	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	1	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17701	1	0	0
177	17706	0	17701	0	177	17706	0	0	8	1	2	864,49	1	0	0	0	101	1	0	6	-1	-1	0	0	0	0	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	1	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17701	1	0	0
178	17801	0	0	17802	178	17801	548,24	546,71	76	0	0	368,64	1	1	0	0	101	1	0	1	9	0	0	1	1	0	0	88,88	0	156,24	0	70	0	0	0	0	63,88	0	63,88	1,11	49,73	3	3	0	120	109	1,7	2	1,41	1	88,88	88,88	1,11	0	0	0	0	70	0	0	70	157,77	108,04	157,77	49,73	0	0	70	0	0	0	0	157,77	108,04	548,24	498,51	143,13	1,78	36,22	36,9	33,14	41,26	52,68	3,42	10,9	0	59,1	0,95	310,79	17801	0	0	0
178	17802	0	0	17801	178	17802	0	0	58	1	0	368,64	1	0	0	2	101	1	0	2	6	0	0	1	1	0	545,11	0	1840,71	435,92	0	0	0	0	0	0	545,11	0	545,11	109,19	0	0	0	0	120	109	0	0	0	0	545,11	545,11	109,19	0	0	0	0	0	0	0	0	435,92	435,92	435,92	0	0	0	0	0	0	0	0	435,92	435,92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17801	0	0	1
179	17901	0	0	0	179	17901	464,69	464,7	38	0	0	487,07	3	1	0	2	101	1	0	3	9	0	0	12	12	538,34	0	0	0	538,34	0	0	0	0	0	0	0	0	0	0	43,27	2	2	0	120	109	5,5	6	2,45	1	538,34	538,34	0	0	0	0	0	0	0	0	0	538,34	495,07	538,34	43,27	0	0	0	0	0	0	0	538,34	495,07	464,69	421,42	128,91	1,27	32,84	26,22	23,57	26,6	43,9	2,43	7,73	0	73,88	0,68	270,42	17901	0	1	0
179	17902	17901	0	0	179	17902	0	0	22	1	0	487,07	1	0	0	3	101	1	0	5	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17901	0	0	0
179	17903	17901	0	0	179	17903	0	0	20	0	0	487,07	1	0	0	3	101	1	0	5	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17901	0	0	0
179	17904	17901	0	0	179	17904	0	0	15	1	3	487,07	1	0	0	1	101	1	0	6	-1	-1	0	0	0	0	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17901	1	0	0
179	17905	17901	0	0	179	17905	0	0	12	1	2	487,07	1	0	0	0	101	1	0	6	-1	-1	0	0	0	0	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17901	1	0	0
179	17906	17901	0	0	179	17906	0	0	8	1	2	487,07	1	0	0	0	101	1	0	6	-1	-1	0	0	0	0	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17901	1	0	0
180	18001	0	0	18002	180	18001	350,05	353,43	49	1	0	1509,34	2	1	0	2	101	1	0	1	9	0	0	1	1	0	0	489,87	0	394,49	0	0	0	0	0	0	464,87	0	464,87	89,13	32,6	2	3	0	120	109	7,3	8	2,83	1	489,87	489,87	89,13	0	0	0	0	0	0	0	0	400,74	368,14	400,74	32,6	0	0	0	0	0	0	0	400,74	368,14	350,05	317,45	110,7	0,89	23,03	18,2	16,32	19,62	32,57	1,69	5,35	0	58,73	0,47	203,72	18001	0	0	0
180	18002	0	0	18001	180	18002	0	0	48	0	0	1509,34	2	0	0	0	101	1	0	2	6	0	0	1	1	0	213,1	0	552,44	196,53	0	0	0	0	0	0	213,1	0	213,1	26,19	0	0	0	0	120	109	0	0	0	0	213,1	213,1	26,19	0	0	0	0	0	0	0	0	186,91	186,91	186,91	0	0	0	0	0	0	0	0	186,91	186,91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18001	0	0	1
180	18003	18002	18001	0	180	18003	0	0	22	1	0	1509,34	1	0	0	3	101	1	0	1	9	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18001	0	0	0
180	18004	18002	18001	18007	180	18004	0	0	19	1	0	1509,34	2	0	0	3	101	1	0	1	9	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18001	0	0	0
180	18005	18002	18001	0	180	18005	0	0	16	1	3	1509,34	1	0	0	1	101	1	0	1	9	0	0	1	1	0	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18001	1	0	0
180	18006	18002	18001	0	180	18006	0	0	16	1	3	1509,34	1	0	0	1	101	1	0	1	9	0	0	1	1	0	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18001	1	0	0
180	18007	0	0	18004	180	18007	0	0	20	0	0	1509,34	2	0	0	3	101	1	0	7	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18001	0	0	0
180	18008	18007	18004	0	180	18008	0	0	0	1	0	1509,34	1	0	0	0	101	1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18001	1	0	0
181	18101	0	0	0	181	18101	613,47	613,47	81	0	0	385,61	5	1	0	0	101	1	0	7	-1	-1	0	0	0	0	0	0	0	220	150	70	0	0	0	0	0	0	0	0	57,42	2	1	1	120	109	0,8	1	1	1	0	0	0	0	0	0	0	220	0	0	220	220	162,58	220	57,42	0	0	220	0	0	0	0	220	162,58	613,47	556,05	157,26	1,78	52,36	36,62	32,9	45,79	56,2	3,39	10,8	0	85,68	0,93	358,87	18101	0	0	0
182	18201	0	0	18202	182	18201	799,82	798,58	63	1	0	1211,62	2	1	0	2	101	1	0	2	6	0	0	1	1	0	0	66,47	0	135,23	0	70	0	0	0	0	41,47	0	41,47	0	72,33	2	2	0	120	109	4,85	5	2,24	1	66,47	66,47	0	0	0	0	0	70	0	0	70	136,47	64,14	136,47	72,33	0	0	70	0	0	0	0	136,47	64,14	799,82	727,49	238,87	2,09	58,98	43,38	38,96	48,61	61,88	4,02	12,8	0	125,73	1,12	452,04	18201	0	0	0
182	18202	0	0	18201	182	18202	0	0	56	0	0	1211,62	2	0	0	2	101	1	0	1	9	0	0	1	1	0	0	0	0	70	0	70	0	0	0	0	0	0	0	0	0	0	0	0	120	109	0	0	0	0	0	0	0	0	0	0	0	70	0	0	70	70	70	70	0	0	0	70	0	0	0	0	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18201	0	0	1
182	18203	18202	18201	0	182	18203	0	0	29	0	0	1211,62	1	0	0	2	101	1	0	3	5	0	0	12	12	618,92	0	0	0	618,92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	109	0	0	0	0	618,92	618,92	0	0	0	0	0	0	0	0	0	618,92	618,92	618,92	0	0	0	0	0	0	0	0	618,92	618,92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18201	0	0	0
182	18204	18202	18201	0	182	18204	0	0	25	1	0	1211,62	1	0	1	0	101	1	0	8	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18201	0	0	0
182	18205	18202	18201	0	182	18205	0	0	14	0	3	1211,62	1	0	0	1	101	1	0	6	-1	-1	0	0	0	0	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18201	1	0	0
183	18301	0	0	0	183	18301	424,27	424,27	29	1	5	426,47	1	1	0	3	101	1	0	2	6	0	0	1	1	0	0	0	0	150	150	0	0	0	0	0	0	0	0	0	38,23	2	1	1	120	109	1,1	1	1	1	0	0	0	0	0	0	0	150	0	0	150	150	111,77	150	38,23	0	0	150	0	0	0	0	150	111,77	424,27	386,04	103,23	1,33	31,96	27,49	24,69	38,6	39,49	2,55	8,1	0	49,42	0,7	238,91	18301	0	0	0
184	18401	0	0	18402	184	18401	1184,43	1178,18	66	1	0	462,31	1	1	0	2	101	1	0	2	6	0	0	1	1	0	1067,69	247,52	1692,16	1013,49	0	0	0	0	0	0	1290,21	0	1290,21	295,47	110,45	3	3	0	120	109	3,8	4	2	1	1315,21	1315,21	295,47	0	0	0	0	0	0	0	0	1019,74	909,29	1019,74	110,45	0	0	0	0	0	0	0	1019,74	909,29	1184,43	1073,98	315,71	3,52	93,92	72,94	65,5	77,96	109,36	6,75	21,52	0	162,67	1,87	690,29	18401	0	0	0
184	18402	0	0	18401	184	18402	0	0	60	0	0	462,31	1	0	0	0	101	1	0	1	9	0	0	1	1	0	0	0	0	70	0	70	0	0	0	0	0	0	0	0	0	0	0	0	120	109	0	0	0	0	0	0	0	0	0	0	0	70	0	0	70	70	70	70	0	0	0	70	0	0	0	0	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18401	0	0	1
184	18403	18402	18401	0	184	18403	0	0	27	1	5	462,31	1	0	0	3	101	1	0	3	6	0	0	1	1	386,07	0	0	0	386,07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	109	0	0	0	0	386,07	386,07	0	0	0	0	0	0	0	0	0	386,07	386,07	386,07	0	0	0	0	0	0	0	0	386,07	386,07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18401	0	0	0
184	18404	18402	18401	0	184	18404	0	0	18	1	3	462,31	1	0	0	1	101	1	0	1	9	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18401	0	0	0
185	18501	0	0	18502	185	18501	518,05	518,05	70	1	0	205,7	2	1	1	2	101	1	0	8	-1	-1	0	0	0	0	0	0	0	400	330	70	0	0	0	0	0	0	0	0	49,01	2	3	1	120	109	1,7	2	1,41	1	0	0	0	0	0	0	0	400	0	0	400	400	350,99	400	49,01	0	0	400	0	0	0	0	400	350,99	518,05	469,04	131,16	1,54	41,65	31,9	28,64	37,14	48,24	2,95	9,4	0	75,04	0,82	306,31	18501	0	0	0
185	18502	0	0	18501	185	18502	0	0	58	0	0	205,7	2	0	0	2	101	1	0	2	6	0	0	1	1	0	303,61	0	967,73	254,79	0	0	0	0	0	0	303,61	0	303,61	48,82	0	0	0	1	120	109	0	0	0	0	303,61	303,61	48,82	0	0	0	0	0	0	0	0	254,79	254,79	254,79	0	0	0	0	0	0	0	0	254,79	254,79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18501	0	0	1
186	18601	0	0	18602	186	18601	177,08	172,08	63	1	0	363,6	2	1	0	3	101	1	0	2	6	0	0	1	1	0	0	156,82	0	564,21	350	70	0	0	0	0	131,82	0	131,82	7,61	16,33	3	1	1	120	109	2,55	3	1,73	1	156,82	156,82	7,61	0	0	0	0	420	0	0	420	569,21	552,88	569,21	16,33	0	0	420	0	0	0	0	569,21	552,88	177,08	160,75	45,38	0,46	14,13	9,46	8,5	12,8	16,41	0,88	2,8	0	27,3	0,24	102,06	18601	0	0	0
186	18602	0	0	18601	186	18602	0	0	60	0	0	363,6	2	0	0	2	101	1	0	1	9	0	0	1	1	0	0	0	0	70	0	70	0	0	0	0	0	0	0	0	0	0	0	1	120	109	0	0	0	0	0	0	0	0	0	0	0	70	0	0	70	70	70	70	0	0	0	70	0	0	0	0	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18601	0	0	1
